"CandidateName","Party","ElectionYear","Jurisdiction","Office","District","CampaignStatus","CandidateStatus","CandidateID"
"MOLONEY, DAVID","Republican","2014","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20135026508"
"MONAHAN, STEVEN","Republican","2020","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20205038064"
"MONROE, RICHARD","Non-Partisan","2014","STATEWIDE","RTD DIRECTOR","RTD District K","Active","Active","20145028465"
"MONTERA, KEN","Republican","2022","STATEWIDE","CU Regent","District 05","Active","Active","20225041911"
"MONTERA, KENNETH","Republican","2018","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20185033508"
"MONTGOMERY, KOLTEN","Democratic","2022","STATEWIDE","Colorado House","House District 21","Active","Active","20225041954"
"MONTGOMERY, NATHAN","Democratic","2018","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20175031970"
"MONTOYA, DAN","Republican","2022","STATEWIDE","Colorado House","House District 28","Active","Active","20225042036"
"MONTOYA, ERIC","Unaffiliated","2018","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20185033484"
"MOORE, DANNY","Republican","2022","STATEWIDE","Lt. Governor","","Active","Active","20225043357"
"MOORE, DONALD","Unknown","2006","STATEWIDE","RTD DIRECTOR","RTD District N","Inactive","Terminated","20065637242"
"MOORE, JOHN","Democratic","1994","STATEWIDE","Colorado Senate","Senate District 07","Inactive","Terminated","20005000136"
"MOORE, JOHN","Republican","2004","STATEWIDE","District Attorney","District 21","Inactive","Terminated","20045627662"
"MOORE, KYLE","Libertarian","2022","STATEWIDE","Colorado House","House District 50","Active","Active","20225042024"
"MOORE, MICHAEL","Unaffiliated","2010","STATEWIDE","Governor","","Inactive","Terminated","20105018422"
"MOORE, PAT","Non-Partisan","2010","STATEWIDE","RTD DIRECTOR","RTD District C","Inactive","Terminated","20105018489"
"MORAIN, ROBERT","Republican","2010","STATEWIDE","Colorado House","House District 52","Inactive","Terminated","20105018364"
"MORAIN, ROBERT","Republican","2012","STATEWIDE","Colorado House","House District 52","Inactive","Terminated","20105018364"
"MORELAND, BRANDI","Republican","2002","STATEWIDE","Colorado House","House District 05","Inactive","Terminated","20005001568"
"MORENO, DOMINICK","Democratic","2012","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20115022654"
"MORENO, DOMINICK","Democratic","2014","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20115022654"
"MORENO, DOMINICK","Democratic","2016","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20115022654"
"MORENO, DOMINICK","Democratic","2016","STATEWIDE","Colorado Senate","Senate District 21","Inactive","Terminated","20165030456"
"MORENO, DOMINICK","Democratic","2020","STATEWIDE","Colorado Senate","Senate District 21","Inactive","Terminated","20165030456"
"MORETZ, ELAIRE","Republican","2000","STATEWIDE","State Board of Ed.","Bd. Ed. District 05","Inactive","Terminated","20005000849"
"MORGAN, DAVID","Libertarian","2002","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20005001629"
"MORGAN, HELEN","Unaffiliated","2016","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20155029425"
"MORGANSTERN, DONNA","Democratic","2020","STATEWIDE","State Board of Ed.","Bd. Ed. District 01","Inactive","Terminated","20195037695"
"MORRISON, DARREN","American Constitution","2006","STATEWIDE","Colorado House","House District 53","Inactive","Terminated","20065631702"
"MORRISON, MARCY","Republican","1994","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20005000230"
"MORRISON, MARCY","Republican","1996","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20005000457"
"MORRISON, MARCY","Republican","2000","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20005001086"
"MORRISSEY, MITCHELL","Democratic","2004","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20085614355"
"MORRISSEY, MITCHELL","Democratic","2008","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20085614355"
"MORRISSEY, MITCHELL","Democratic","2012","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20085614355"
"MORRISSEY, ROBERT","Democratic","2012","STATEWIDE","Colorado Senate","Senate District 23","Inactive","Terminated","20115022644"
"MORSE, JOHN","Democratic","2006","STATEWIDE","Colorado Senate","Senate District 11","Inactive","Terminated","20095608202"
"MORSE, JOHN","Democratic","2010","STATEWIDE","Colorado Senate","Senate District 11","Inactive","Terminated","20095608202"
"MORSE, NICHOLAS","Republican","2018","STATEWIDE","Colorado Senate","Senate District 15","Inactive","Terminated","20175033198"
"MORSE, RUSSELL","Republican","2002","STATEWIDE","CU Regent","District 07","Inactive","Terminated","20005001550"
"MORTHLAND, RICH","Republican","1994","STATEWIDE","Colorado House","House District 33","Inactive","Terminated","20005000263"
"MORTON, LINDA","Republican","2000","STATEWIDE","Colorado Senate","Senate District 21","Inactive","Terminated","20005001207"
"MOSQUEIRA, JAYLEN","Republican","2022","STATEWIDE","Colorado House","House District 38","Active","Active","20225041993"
"MOSS, EDWARD","Non-Partisan","2018","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Active","Terminated","20125024923"
"MOSS, EDWARD","Unaffiliated","2012","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Inactive","Terminated","20125024923"
"MOTE, VICTOR","Unaffiliated","1994","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20005000217"
"MOTTA, GENE","Republican","1998","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20005000703"
"MOTTA, GENE","Republican","2000","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20005001100"
"MOULTRIE, PAX","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 02","Active","Active","20225043326"
"MOUNIER, SALLY","Republican","2010","STATEWIDE","Colorado House","House District 42","Inactive","Terminated","20105017501"
"MUELLER, STEVE","Republican","2000","STATEWIDE","Colorado Senate","Senate District 26","Inactive","Terminated","20005001210"
"MUGATU, ALEXANDER","Republican","2010","STATEWIDE","Colorado Senate","Senate District 03","Inactive","Terminated","20095609505"
"MUGATU, ALEXANDER","Republican","2022","STATEWIDE","Colorado Senate","Senate District 03","Active","Active","20225043230"
"MUGATU, ALEXANDER","Republican","2022","STATEWIDE","Colorado Senate","Senate District 03","Inactive","Terminated","20095609505"
"MULCAHY, EDWARD","Libertarian","2014","STATEWIDE","Colorado Senate","Senate District 05","Inactive","Terminated","20145028020"
"MULDER, ERIC","Non-Partisan","2020","STATEWIDE","RTD DIRECTOR","RTD District F","Inactive","Terminated","20195036431"
"MULDER, MICHAEL","Libertarian","2020","STATEWIDE","Colorado Senate","Senate District 28","Inactive","Terminated","20205038820"
"MULKEY, CARLA","Democratic","2002","STATEWIDE","State Board of Ed.","Bd. Ed. District 03","Inactive","Terminated","20005001516"
"MULL, CHRISTOPHER","American Constitution","2012","STATEWIDE","Colorado Senate","Senate District 10","Inactive","Terminated","20125024334"
"MULLANEY, COLIN","Republican","2006","STATEWIDE","Colorado House","HOUSE DISTRICT 14","Inactive","Terminated","20055616667"
"MULLENS, CATHY","Democratic","1996","STATEWIDE","District Attorney","District 12","Inactive","Terminated","20005000567"
"MULLENS, CATHY","Democratic","2012","STATEWIDE","District Attorney","District 03","Inactive","Terminated","20125023264"
"MULLER, JOHN","Republican","1996","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20005000546"
"MULLICA, KYLE","Democratic","2018","STATEWIDE","Colorado House","House District 34","Inactive","Terminated","20175032042"
"MULLICA, KYLE","Democratic","2020","STATEWIDE","Colorado House","House District 34","Inactive","Terminated","20175032042"
"MULLICA, KYLE","Democratic","2022","STATEWIDE","Colorado Senate","Senate District 24","Active","Active","20215041714"
"MULLIGAN, PATRICK","Democratic","2008","STATEWIDE","CU Regent","District 07","Inactive","Terminated","20085607262"
"MULLINS, RONALD","Unaffiliated","2012","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 02","Inactive","Terminated","20125024907"
"MULVAHILL, THOMAS","Non-Partisan","2012","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 20","Inactive","Terminated","20125024810"
"MULVAHILL, THOMAS","Non-Partisan","2018","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 20","Inactive","Terminated","20125024810"
"MUNCH, CHRISTOPHER","Non-Partisan","2012","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 01","Inactive","Terminated","20125024950"
"MUND, DENISE","Republican","1998","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20005000910"
"MUNN, RICO","Democratic","2002","STATEWIDE","State Board of Ed.","Bd. Ed. District 01","Inactive","Terminated","20005001596"
"MUNOZ, JASON","Democratic","2016","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20165030374"
"MUNOZ, JASON","Democratic","2022","STATEWIDE","Colorado House","House District 46","Active","Active","20225043039"
"MUNOZ, JASON","Democratic","2022","STATEWIDE","Colorado Senate","Senate District 03","Inactive","Terminated","20215041744"
"MUNOZ, RAY","Democratic","2000","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20005000116"
"MUNSTER, JEROLD","Democratic","2018","STATEWIDE","Secretary of State","","Inactive","Terminated","20175032425"
"MUNSTERMAN, PHILLIP","Non-Partisan","2018","STATEWIDE","RTD DIRECTOR","RTD District L","Inactive","Terminated","20185035351"
"MURDOCH, JACK","Unaffiliated","2002","STATEWIDE","State Board of Ed.","STATE BD. OF ED. AT LARGE","Inactive","Terminated","20005001190"
"MURPHY, DICK","Republican","2020","STATEWIDE","CU Regent","District 02","Inactive","Terminated","20205038978"
"MURPHY, MARY LOU","Democratic","2006","STATEWIDE","Colorado House","House District 24","Inactive","Terminated","20065646131"
"MURPHY, PATRICK","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 11","Inactive","Active","20165031379"
"MURPHY, PATRICK","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Inactive","Terminated","20165031452"
"MURPHY, PATRICK","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 11","Active","Active","20165031379"
"MURRAY, CAROLE","Republican","2008","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20085602656"
"MURRAY, CAROLE","Republican","2010","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20085602656"
"MURRAY, CAROLE","Republican","2012","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20085602656"
"MURRAY, DAWNE","Republican","2014","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Terminated","20145028099"
"MURRAY, MITCH","Republican","2020","STATEWIDE","District Attorney","District 08","Inactive","Terminated","20195037818"
"MURRAY, RICHARD","Republican","2020","STATEWIDE","CU Regent","District 06","Inactive","Terminated","20205037943"
"MUSGRAVE, MARILYN","Republican","1994","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20005000329"
"MUSGRAVE, MARILYN","Republican","1996","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20005000548"
"MUSGRAVE, MARILYN","Republican","1998","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20005000785"
"MUSGRAVE, MARILYN","Republican","2000","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20005001156"
"MUSGRAVE, MARILYN-SEE","Republican","1998","STATEWIDE","Colorado Senate","Senate District 01","Inactive","Terminated","20005000637"
"MUSHOVIC, TOREN","Republican","2018","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20185033623"
"MUTZEBAUGH, DICK","Republican","1994","STATEWIDE","Colorado Senate","Senate District 30","Inactive","Terminated","20005000169"
"MUTZEBAUGH, DICK","Republican","1998","STATEWIDE","Colorado Senate","Senate District 30","Inactive","Terminated","20005000405"
"MUTZEBAUGH, DICK-SEE","Republican","1998","STATEWIDE","Colorado Senate","Senate District 30","Inactive","Terminated","20005000632"
"MYERS, JOHN","Democratic","2016","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20155028850"
"MYERS, KAREN","Republican","2008","STATEWIDE","CU Regent","District 02","Inactive","Terminated","20085621224"
"MYERS, LYNN","Republican","1998","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20005000732"
"MYERS, LYNN","Republican","2018","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20185036134"
"MYERS, MAC","Democratic","1996","STATEWIDE","District Attorney","District 09","Inactive","Terminated","20005000564"
"MYERS, MAC","Democratic","2000","STATEWIDE","District Attorney","District 09","Inactive","Terminated","20005000798"
"MYERS, MAC","Democratic","2000","STATEWIDE","District Attorney","District 09","Inactive","Terminated","20005001164"
"MYERS, MARK","Democratic","2008","STATEWIDE","District Attorney","District 22","Inactive","Terminated","20085608224"
"MYERS, MARK","Democratic","2010","STATEWIDE","District Attorney","District 22","Inactive","Terminated","20085608224"
"MYERS, ROGER","Democratic","1996","STATEWIDE","Colorado House","House District 23","Inactive","Terminated","20005000459"
"MYERS, VIC","Democratic","2000","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20005001253"
"MYERSON, DEAN","Unaffiliated","2000","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20005000857"
"NADEL, MATTHEW","Democratic","2018","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20175033339"
"NAES, AMY","Republican","2022","STATEWIDE","CU Regent","District 01","Active","Active","20225043057"
"NAIMAN, DOUGLAS","Democratic","2000","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20005000854"
"NAJARIAN, MARK","Non-Partisan","2002","STATEWIDE","RTD DIRECTOR","RTD District B","Inactive","Terminated","20005001525"
"NAMAZI, DARIUSH","Democratic","2018","STATEWIDE","Colorado Senate","Senate District 24","Inactive","Terminated","20175032191"
"NAOMI, BRADFORD","Republican","1998","STATEWIDE","State Board of Ed.","Bd. Ed. District 01","Inactive","Terminated","20005000633"
"NAPLES, STEVE","Democratic","2000","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20005001220"
"NATALE, JOSEPH","Unaffiliated","1996","STATEWIDE","RTD DIRECTOR","RTD District H","Inactive","Terminated","20005000598"
"NAVAGE, CHRISTOPOHER","Unknown","2006","STATEWIDE","Colorado House","House District 59","Inactive","Terminated","20065602615"
"NAVARRO, ANTHONY","Non-Partisan","2016","STATEWIDE","COURT OF APPEALS JUDGE","","Inactive","Terminated","20165031534"
"NAVARRO-RATZLAFF, CLARICE","Republican","2012","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20125024645"
"NAVARRO-RATZLAFF, CLARICE","Republican","2014","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20125024645"
"NAVARRO-RATZLAFF, CLARICE","Republican","2016","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20125024645"
"NEAL, MARCIA","Republican","2008","STATEWIDE","State Board of Ed.","Bd. Ed. District 03","Inactive","Terminated","20085605534"
"NEAL, MARCIA","Republican","2014","STATEWIDE","State Board of Ed.","Bd. Ed. District 03","Inactive","Terminated","20085605534"
"NEALER, KARL","Republican","1996","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20005000465"
