"CommitteeName","CommitteeID","CommitteeType","DateRegistered","CommitteeStatus","JurisdictionDesc"
"COLORADO TERM LIMITS COALITION","19991200035","Issue Committee","07/23/2000","Active","STATEWIDE"
"COLO CTZNS FR A PEACEFUL DEATH: TO SUPPORT COLO LEGISLATION FOR","19991200036","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"CITIZENS FOR ARTS TO ZOO","19991200038","Issue Committee","07/23/2000","Active","STATEWIDE"
"REALTOR ISSUES POLITICAL PAC (FKA) COLO. ASSOC. OF REALTORS ISSUES PAC (IPAC)","19991200060","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADANS FR MEDICAL RIGHTS: SUPPORT MEDICINAL MARIJUANA USE","19991200101","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"CITIZENS AGNST LEGAL MARIJUANA: OPPOSE INITIATIVES TO LEGALIZE","19991200111","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"FREEDOM TO WORK COMMITTEE:","19991200116","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"NO ON PERSONHOOD - VOTE NO 67 CAMPAIGN COMMITTEE","19991200119","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADANS FOR PUBLIC SCHOOLS","19991200125","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"CITIZENS FOR IMPROVED GOVERNMENT","19991200129","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"CITIZENS FR STRONG RURAL ECON: SUPPORT INIT 112 & OPPOSE INIT 113","19991200131","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"COLO PEOPLE ALLIED W/WILDLIFE: STOP KILLING NATIVE WILDLIFE ON PUBLIC","19991200144","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"COMMITTEE TO PASS REFERENDUM A","19991200145","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO HEMP!: TO FACILITATE PRO-HEMP LEGISLATION","19991200146","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"DOWNSIZE OUR GOVERNMENT (DOG)","19991200147","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"UNCLOG (UNITED NEIGHBORHOODS COMMITTED TO LIGHT RAIL OVER GRIDLOCK)","19991200148","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"METRO MOVES!: PASS LIGHT RAIL BOND MEASURE","19991200150","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"COLO VOTERS FR ETHICAL LOC GOV: SUPPORT REPEAL EFFORT OF CITY/COUNTY OF","19991200151","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"CONCERNED COMMUTERS OF COLO: MASS TRANSIT PUBLIC POLICY","19991200152","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"MERLIN ISSUE COMMITTEE: OPPOSE 1999-2000 #215 PROHIBIT CERTAIN","19991200153","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADOANS FOR TRADITIONAL MARRIAGE","19991200154","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"CITIZENS FOR ECONOMICALLY RESPONSIBLE GOVERNMENT","19991200234","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO COALITION FOR FAIR COMPETITION (CCFC)","19991200235","Issue Committee","07/23/2000","Active","STATEWIDE"
"COLORADOANS, FOR LOWER TAXES:","19991200245","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"ANDERSON, PHIL COMMITTEE TO ELECT","19991301004","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"COMMITTEE TO ELECT GLORIA HOLLIDAY","19991302001","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"GARCIA, RICK COMMITTEE TO ELECT","19991303001","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"SAHL, ERIC CITIZENS TO ELECT: CAND RTD DIRECTOR","19991303002","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"BRYAN, EDIE FOR RTD","19991304001","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"PADON, ANDY COMMITTEE TO ELECT: ELECT RTD DIST","19991305003","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"ORE, BOB FRIENDS OF BOB FOR RTD: ELECT RTD DIST","19991305004","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"BLUE, MARY CITIZENS TO ELECT: CAMPAIGN ELECTION","19991309001","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"BRIGGS, BOB FOR RTD","19991310002","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"SARGENT, DICK PEOPLE FOR COMM: ELECT RTD DIST L","19991312004","Candidate Committee","07/23/2000","Terminated","STATEWIDE"
"ASSOCIATED GENERAL CONTRACTORS (AGC) COLORADO CONSTRUCTION ACTION COMMITTEE","19991400001","Political Committee","07/23/2000","Active","STATEWIDE"
"NARAL PRO-CHOICE COLORADO PAC","19991400003","Political Committee","07/23/2000","Terminated","STATEWIDE"
"B.I.L.D.-ON","19991400004","Political Committee","07/23/2000","Terminated","STATEWIDE"
"RETAIL POLITICAL ACTION COMMITTEE","19991400005","Political Committee","07/23/2000","Terminated","STATEWIDE"
"RURAL PAC","19991400006","Political Committee","07/23/2000","Terminated","STATEWIDE"
"CONSULTING ENGINEERS PAC","19991400008","Political Committee","07/23/2000","Active","STATEWIDE"
"CERTIFIED PUBLIC ACCOUNTANTS PAC","19991400009","Political Committee","07/23/2000","Active","STATEWIDE"
"COLO AMOCO PAC: POLITICAL COMMITTEE","19991400013","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO BEER DISTRIBUTORS PAC (CBDA)","19991400016","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO ADVOCATES FOR RURAL ELECTRIFICATION","19991400017","Political Committee","07/23/2000","Active","STATEWIDE"
"BUSINESS ALLIANCE FOR QUALITY GOVERNANCE","19991400018","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLO BLDG & CONSTRUCTION TRADE: CAND & ISSUES THAT BEST SERVICE THE","19991400019","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO CREDIT UNION POLITICAL ACTION COMMITTEE","19991400020","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO DENTAL HYGIENISTS PAC","19991400021","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO DENTAL PAC (CODPAC)","19991400022","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO CLASSIFIED SCHOOL EMPLOYEES ASSOC PAC (CLASSPAC)","19991400023","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO INDEPENDENTS PAC (COINPAC)","19991400025","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO CHAMBER POLITICAL ACTION COMMITTEE","19991400026","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO MEDICAL PAC (COMPAC)","19991400027","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO MORTGAGE LENDERS ASSOCIATION","19991400028","Political Committee","07/23/2000","Terminated","STATEWIDE"
"AMERICAN FAMILY INSURANCE COLORADO POLITICAL ACTION COMMITTEE","19991400032","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO PETROLEUM MARKETERS ASSOCIATION PAC","19991400033","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO PHYSICIANS FOR MENTAL HEALTH","19991400034","Political Committee","07/23/2000","Active","STATEWIDE"
"COLO STATE PIPE TRADES ASSN: CANDIDATES & ISSUES","19991400037","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO SKI COUNTRY USA PAC","19991400039","Political Committee","07/23/2000","Active","STATEWIDE"
"COLO STATE CONF OF ELEC WORKER: FURTHER LEGIS IN LOCAL,ST, & NATL GOV","19991400040","Political Committee","07/23/2000","Terminated","STATEWIDE"
"UTU  FKA: UNITED TRANSPORTATION UNION TRANSPORTATION POLITICAL EDUCATION LEAGUE","19991400042","Political Committee","07/23/2000","Terminated","STATEWIDE"
"HOST-PAC (COLORADO RESTAURANT ASSOCIATION)","19991400043","Political Committee","07/23/2000","Active","STATEWIDE"
"COLO COMM ON POL EDUC AFL-CIO:","19991400045","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO CATTLE FEEDERS ASSOCIATION PAC","19991400046","Political Committee","07/23/2000","Terminated","STATEWIDE"
"CONSTRUCTION COOPERATIVE COUNCIL","19991400047","Political Committee","07/23/2000","Active","STATEWIDE"
"PLUMBERS & FITTERS #20 PAC: POLITICAL CONTRIBUTIONS & EDUCATION","19991400048","Political Committee","07/23/2000","Terminated","STATEWIDE"
"BUSINESS FOR BETTER GOVERNMENT:","19991400049","Political Committee","07/23/2000","Terminated","STATEWIDE"
"EN PAC, THE KN ENERGY","19991400050","Political Committee","07/23/2000","Terminated","STATEWIDE"
"FIRSTBANK HOLDING COMPANY OF COLORADO PAC","19991400052","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO SPRINGS AUTOMOBILE DEALERS ASSOCIATION PAC","19991400053","Political Committee","07/23/2000","Active","STATEWIDE"
"PROJECT B.I.L.D.","19991400054","Political Committee","07/23/2000","Terminated","STATEWIDE"
"METRO HOUSING COALITION (MHC)","19991400059","Political Committee","07/23/2000","Active","STATEWIDE"
"JEFFERSON COUNTY EDUCATION ASSOCIATION PAC","19991400060","Political Committee","07/23/2000","Terminated","STATEWIDE"
"SIERRA CLUB PC ROCKY MTN CHPTR","19991400061","Political Committee","07/23/2000","Terminated","STATEWIDE"
"NATIONAL ASSOCIATION OF INSURANCE & FINANCIAL ADVISORS-COLORADO (NAIFA-COLORADO) PAC","19991400063","Political Committee","07/23/2000","Active","STATEWIDE"
"WORKERS COMPENSATION EDUCATION ASSOCIATION PAC (WCEA PAC)","19991400064","Political Committee","07/23/2000","Active","STATEWIDE"
"HOME BUILDERS ASSOCIATION POLITICAL FUND","19991400066","Political Committee","07/23/2000","Terminated","STATEWIDE"
"QWEST COLORADO POLITICAL ACTION COMMITTEE","19991400068","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO TRIAL LAWYERS ASSOCIATION PAC","19991400071","Political Committee","07/23/2000","Terminated","STATEWIDE"
"BANC ONE COLORADO PAC: ELECT & PROMOTE ST,GOVT CAND WHO SUPP","19991400072","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO ORTHOPAEDIC SOCIETY PAC (ORTHOPAC)","19991400073","Political Committee","07/23/2000","Terminated","STATEWIDE"
"UNITED MINE WORKERS OF AMERICA","19991400075","Political Committee","07/23/2000","Active","STATEWIDE"
"BLACK JACK PAC","19991400077","Political Committee","07/23/2000","Active","STATEWIDE"
"DISTRICT TWELVE EDUCATORS ASSOCIATION POLITICA ACTION COMMITTEE FOR EDUCATION","19991400081","Political Committee","07/23/2000","Active","STATEWIDE"
"PROFESSIONALS PAC (P-PAC)","19991400082","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE","19991400083","Political Committee","07/23/2000","Active","STATEWIDE"
"BUILDERS SUPPORTING HOME OWNERSHIP","19991400087","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO ASSOCIATION OF DISTRIBUTORS POLITICAL ACTION COMMITTEE (CADPAC)","19991400090","Political Committee","07/23/2000","Terminated","STATEWIDE"
"NATIONAL FEDERATION OF INDEPENDENT BUSINESS COLORADO POLITICAL ACTION COMMITTEE","19991400091","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO PROFESSIONAL FIRE FIGHTERS","19991400092","Political Committee","07/23/2000","Terminated","STATEWIDE"
"TRUCKING INDUSTRY POLITICAL ACTION COMMITTEE (TIPAC)","19991400093","Political Committee","07/23/2000","Active","STATEWIDE"
"WELLS FARGO STATE PAC (FORMERLY NORWEST)","19991400094","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO COMMITTEE OF AUTO RETAILERS (COLO C.A.R.)","19991400095","Political Committee","07/23/2000","Active","STATEWIDE"
"FARMERS EMPLOYEE & AGENT COLORADO PAC","19991400097","Political Committee","07/23/2000","Active","STATEWIDE"
"METRO TRANSIT","19991400098","Political Committee","07/23/2000","Terminated","STATEWIDE"
"TEXACO POL INVOLVEMENT COMM: SUPPORT CAND W/A CONSTRUCTIVE ROLE FR","19991400099","Political Committee","07/23/2000","Terminated","STATEWIDE"
"NRA POLITICAL VICTORY FUND (NRA-PVF)","19991400102","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO RADIOLOGICAL SOCIETY PAC FUND","19991400103","Political Committee","07/23/2000","Terminated","STATEWIDE"
"ASSOCIATION OF LIFE & HEALTH INSURERS OF COLORADO PAC","19991400104","Political Committee","07/23/2000","Terminated","STATEWIDE"
"TEAMSTERS LOCAL UNION #435:","19991400107","Political Committee","07/23/2000","Terminated","STATEWIDE"
"REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO","19991400110","Political Committee","07/23/2000","Active","STATEWIDE"
"REALTOR COMMUNITY ACTION COMMITTEE","19991400111","Issue Committee","07/23/2000","Terminated","STATEWIDE"
"CITIZENS FR RESPON GOVT ST PAC: POLITICAL COMMITTEE","19991400112","Political Committee","07/23/2000","Terminated","STATEWIDE"
"AUTOMOTIVE SERVICE ASSOCIATION OF COLORADO PAC","19991400114","Political Committee","07/23/2000","Terminated","STATEWIDE"
"ROCKY MOUNTAIN HOME ASSOCIATION PAC (CMHA PAC FUND)","19991400115","Political Committee","07/23/2000","Active","STATEWIDE"
"COMMUNICATIONS WORKERS OF AMERICA DISTRICT 7 POLITICAL EDUCATION COMMITTEE","19991400117","Political Committee","07/23/2000","Terminated","STATEWIDE"
"FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE)","19991400118","Political Committee","07/23/2000","Active","STATEWIDE"
"COLORADO OPTOMETRIC ASSOCIATION POLITICAL ACTION FUND","19991400119","Political Committee","07/23/2000","Terminated","STATEWIDE"
"PRIMERICA FIN SRVCS COLO PAC: POL COMM","19991400120","Political Committee","07/23/2000","Terminated","STATEWIDE"
"CIVIC INVOLVEMENT PROGRAM/GENERAL MOTORS CORPORATION (FEDERAL PAC) (GM PAC)","19991400121","Political Committee","07/23/2000","Terminated","STATEWIDE"
"OIL CHEMICAL & ATOMIC WORKERS:","19991400124","Political Committee","07/23/2000","Terminated","STATEWIDE"
"AT&T PAC - COLORADO","19991400125","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO EMPLOYEE RIGHTS CAMPAIGN COMMITTEE","19991400127","Political Committee","07/23/2000","Terminated","STATEWIDE"
"IRON WORKERS LOCAL #24: ELECT PRO-UNION CAND,IMPORTANT ISSUES","19991400130","Political Committee","07/23/2000","Terminated","STATEWIDE"
"ROCKY MOUNTAIN CHAPTER NECA PAC","19991400132","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO CONCERN FOR CANDIDATE","19991400133","Political Committee","07/23/2000","Terminated","STATEWIDE"
"CYPRUS AMAX COLORADO PAC: ELECTION OF OFFICIALS TO PUBLIC OFFICE","19991400134","Political Committee","07/23/2000","Terminated","STATEWIDE"
"BETTER INSURANCE COMMITTEE","19991400135","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO HEALTH CARE ASSOCIATION PC","19991400136","Political Committee","07/23/2000","Active","STATEWIDE"
"HEALTHONE GOOD GOVERNMENT FUND","19991400137","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLO COUNCIL OF TEAMSTRS DRIVE: SUPPORT LEGISLATIVE, EDUCATION &","19991400138","Political Committee","07/23/2000","Terminated","STATEWIDE"
"ANGLOGOLD COMMITTEE FOR COLORADO","19991400143","Political Committee","07/23/2000","Terminated","STATEWIDE"
"CONCERNED ASSOCIATES EMPLOYEES","19991400145","Political Committee","07/23/2000","Terminated","STATEWIDE"
"ALLSTATE INSURANCE COMPANY PAC","19991400148","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO ASSOCIATION OF RETIRED PUBLIC EMPLOYEES (CAPE RETIREES)","19991400149","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO FINANCIAL SERVICES ASSOCIATION PAC (CFSA PAC)","19991400152","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO ASSOCIATION OF MORTGAGE PROFESSIONALS PAC (COAMP)","19991400153","Political Committee","07/23/2000","Terminated","STATEWIDE"
"MACHINISTS LOCAL 1886 PAC","19991400155","Political Committee","07/23/2000","Terminated","STATEWIDE"
"CITIZENS AGAINST CONSTITUTION TAMPERING","19991400157","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COCA-COLA NONPARTISAN PAC FOR GOOD GOVERNMENT","19991400158","Political Committee","07/23/2000","Terminated","STATEWIDE"
"WINE AND SPIRITS WHOLESALERS OF COLORADO INC PAC","19991400160","Political Committee","07/23/2000","Active","STATEWIDE"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL        EMPLOYEES","19991400164","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO CHIROPRACTIC PAC (CCA, CC-PAC)","19991400165","Political Committee","07/23/2000","Active","STATEWIDE"
"OSTEOPATHIC PHYSICIANS PAC","19991400174","Political Committee","07/23/2000","Terminated","STATEWIDE"
"UNITED STEELWORKERS OF AMERICA SUB-STRICT 5, LABOR & EDUCAITON COMMITTEE","19991400189","Political Committee","07/23/2000","Terminated","STATEWIDE"
"FAEGRE BAKER DANIELS GOVERNMENT FUND","19991400191","Political Committee","07/23/2000","Terminated","STATEWIDE"
"PLUMBERS LOCAL #3 COM-POL EDUC: BOTH CANDIDATES & ISSUES","19991400192","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO OUTDOOR ADVERTISING ASSOCIATION PAC","19991400196","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO PACE (POLITICAL ACTION FOR CANDIDATE ELECTION)","19991400197","Political Committee","07/23/2000","Active","STATEWIDE"
"WOMENS CAMPAIGN FUND","19991400198","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLO PRO-FAMILY PAC: PROMOTING FAMILY VALUES","19991400199","Political Committee","07/23/2000","Terminated","STATEWIDE"
"DAIMLERCHRYSLER CORPORATION POLITICAL SUPPORT COMMITTEE","19991400203","Political Committee","07/23/2000","Terminated","STATEWIDE"
"ACTC POLITICAL ACTION COMMITTEE","19991400204","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO OPHTHALMOLOGICAL PAC","19991400206","Political Committee","07/23/2000","Terminated","STATEWIDE"
"WEDDIG, FRANK COMMITTEE TO ELECT","19991400217","Political Committee","07/23/2000","Terminated","STATEWIDE"
"SM BUSINESS FR RESPONSIBLE GOV: ENCOURAGE AND PROMOTE SMALL BUSINESS","19991400225","Political Committee","07/23/2000","Terminated","STATEWIDE"
"MESA VALLEY EDUCATION ASSOCIATION PAC","19991400226","Political Committee","07/23/2000","Terminated","STATEWIDE"
"DEMO LEGISLATIVE CAMPAIGN COMM: SUPPORT LEGISLATIVE CANDIDATES","19991400229","Political Committee","07/23/2000","Terminated","STATEWIDE"
"HOUSE DEMOCRATIC MAJORITY FUND","19991400231","Political Committee","07/23/2000","Terminated","STATEWIDE"
"ASSOCIATED COLLECTION AGENCIES PAC","19991400237","Political Committee","07/23/2000","Active","STATEWIDE"
"TRW GOOD GOVERNMENT FUND - COLORADO","19991400239","Political Committee","07/23/2000","Terminated","STATEWIDE"
"HERITAGE PAC: WORK FOR FAMILY HERITAGE","19991400242","Political Committee","07/23/2000","Terminated","STATEWIDE"
"STOCKMAN PAC: PROTECT THE INTEREST OF THE RECORD","19991400243","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADANS FOR CHARTER SCHOOLS","19991400244","Political Committee","07/23/2000","Terminated","STATEWIDE"
"FAMILY RESOURCE PAC: TO STRENGTHEN FAMILIES IN COLORADO","19991400246","Political Committee","07/23/2000","Terminated","STATEWIDE"
"CONSERVATIVE MAJORITY FUND","19991400248","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADOANS AGAINST GOVERNMENT WASTE","19991400249","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLO FED OF PUBLIC EMPLOYEES: SUPPORT STATE CAND AND INITIATIVES","19991400260","Political Committee","07/23/2000","Terminated","STATEWIDE"
"WHAM, DOTTIE COMMITTEE TO ELECT: TO SERVE SD35,","19991400264","Political Committee","07/23/2000","Terminated","STATEWIDE"
"COLORADO DEMOCRATIC WOMENS PAC","19991400267","Political Committee","07/23/2000","Terminated","STATEWIDE"
"DOCTORS COMPANY COLORADO PAC (COLORADO DOCPAC)","19991400274","Political Committee","07/23/2000","Active","STATEWIDE"
